OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2125766,b'\x00\x01\xad\x10\x00\x00H0r\xa2\x1f\x82^\xc0\xb8?\xbc\xc0\x02\xfcB@H0r\xa2\x1f\x82^\xc0\xb8?\xbc\xc0\x02\xfcB@|\x01\x00\x00\x00H0r\xa2\x1f\x82^\xc0\xb8?\xbc\xc0\x02\xfcB@\xfe',400410859,SFO-2006CACDFSCU605354,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,SCU605354,,,,,,,,2006,8/31/2006,243,1642.0,Human,Misuse of fire by a minor,Minor,,,,1.1,B,37.968839,-122.033194,MISSING/NOT SPECIFIED,CA,CONTRA COSTA,6013.0,Contra Costa County
5324,b'\x00\x01\xad\x10\x00\x008\xbb\x82[\xa1\xbe]\xc0\xc0H\xe5I\xb9\xb5B@8\xbb\x82[\xa1\xbe]\xc0\xc0H\xe5I\xb9\xb5B@|\x01\x00\x00\x008\xbb\x82[\xa1\xbe]\xc0\xc0H\xe5I\xb9\xb5B@\xfe',5349,FS-1429194,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,16,08,BE0R,TUB,,,,,,2005,7/21/2005,202,1550.0,Natural,Natural,,8/1/2005,213.0,1200.0,0.1,A,37.41972222,-118.97861111,USFS,CA,,,
1085883,b'\x00\x01\xad\x10\x00\x00\xc4bM\xc5\x83 ^\xc0\xe0\r-\x15\xc8\xd0B@\xc4bM\xc5\x83 ^\xc0\xe0\r-\x15\xc8\xd0B@|\x01\x00\x00\x00\xc4bM\xc5\x83 ^\xc0\xe0\r-\x15\xc8\xd0B@\xfe',1324153,CDF_1999_56_2233_598         ,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,598         ,,HWY 132 #1               ,,,,,,1999,7/29/1999,210,,Human,Missing data/not specified/undetermined,,,,,0.1,A,37.63111111,-120.50805555,MISSING/NOT SPECIFIED,CA,,,
1130122,b'\x00\x01\xad\x10\x00\x00`\x1e\x9c\xc9\x838]\xc0\x90$:\xfe\x9d\x85@@`\x1e\x9c\xc9\x838]\xc0\x90$:\xfe\x9d\x85@@|\x01\x00\x00\x00`\x1e\x9c\xc9\x838]\xc0\x90$:\xfe\x9d\x85@@\xfe',1378767,CDF_1996_55_2223_10022       ,NONFED,ST-CACDF,ST/C&L,USCAMVU,San Diego Unit,CAMVU,CDF - Monte Vista Unit,,10022       ,,DOWN AND OUT             ,,,,,,1996,1/29/1996,29,,Human,Recreation and ceremony,,,,,0.2,A,33.04388888,-116.88305555,MISSING/NOT SPECIFIED,CA,,,
2126299,"b'\x00\x01\xad\x10\x00\x00\xac\xf5,\xa5\x9a\x9f^\xc0\xa8\xb3\xbf\xf8Q\xcbB@\xac\xf5,\xa5\x9a\x9f^\xc0\xa8\xb3\xbf\xf8Q\xcbB@|\x01\x00\x00\x00\xac\xf5,\xa5\x9a\x9f^\xc0\xa8\xb3\xbf\xf8Q\xcbB@\xfe'",400411414,SFO-2006CACDFCZU000021,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,CZU000021,,,,,,,,2006,1/21/2006,21,1624.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,37.588444,-122.493827,MISSING/NOT SPECIFIED,CA,SAN MATEO,6081.0,San Mateo County
1636146,b'\x00\x01\xad\x10\x00\x00<\x0c[P\xeb\xa9]\xc0X\xad]\x91\x9a\xb8B@<\x0c[P\xeb\xa9]\xc0X\xad]\x91\x9a\xb8B@|\x01\x00\x00\x00<\x0c[P\xeb\xa9]\xc0X\xad]\x91\x9a\xb8B@\xfe',201761928,FS-1516214,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,052,1055,EK1V,ROUND 2,,,,,,2013,8/22/2013,234,925.0,Natural,Natural,,8/23/2013,235.0,1011.0,1.0,B,37.44222222,-118.655,USFS,CA,027,6027.0,Inyo County
1873232,b'\x00\x01\xad\x10\x00\x00\x9c\xde\xef\xc4j\xad^\xc0\xf0\n\x8cH\x16&C@\x9c\xde\xef\xc4j\xad^\xc0\xf0\n\x8cH\x16&C@|\x01\x00\x00\x00\x9c\xde\xef\xc4j\xad^\xc0\xf0\n\x8cH\x16&C@\xfe',300319395,SFO-2010-CACDFLNU004403,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,418265,004403,,STONY,,,,,,2010,6/28/2010,179,1513.0,Human,Missing data/not specified/undetermined,,6/28/2010,179.0,1647.0,2.0,B,38.29756,-122.709655,STATE OR PRIVATE,CA,SONOMA,6097.0,Sonoma County
2107802,b'\x00\x01\xad\x10\x00\x00\xfc$\xf2\xe8|F^\xc0P\xc9\xd6\xf3hBC@\xfc$\xf2\xe8|F^\xc0P\xc9\xd6\xf3hBC@|\x01\x00\x00\x00\xfc$\xf2\xe8|F^\xc0P\xc9\xd6\xf3hBC@\xfe',400373420,SFO-2018CACDFAEU027077,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,AEU027077,,LATROBE,,,,,,2018,9/16/2018,259,2135.0,Human,Missing data/not specified/undetermined,,9/16/2018,259.0,2250.0,0.01,A,38.518833,-121.101387,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County
2026663,b'\x00\x01\xad\x10\x00\x00\x08\xc7\xb7m\x1b(^\xc0\xa0\x98T\x8bM\xadB@\x08\xc7\xb7m\x1b(^\xc0\xa0\x98T\x8bM\xadB@|\x01\x00\x00\x00\x08\xc7\xb7m\x1b(^\xc0\xa0\x98T\x8bM\xadB@\xfe',400156817,SFO-2017CACDFMMU017568,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,MMU017568,,HWY 99 CROSS  / ATWATER B,,,,,,2017,8/28/2017,240,316.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,8/28/2017,240.0,331.0,0.1,A,37.353934,-120.626687,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County
2125003,b'\x00\x01\xad\x10\x00\x000A&|CX]\xc0\x88\xf0\x02n\x1b\x0eA@0A&|CX]\xc0\x88\xf0\x02n\x1b\x0eA@|\x01\x00\x00\x000A&|CX]\xc0\x88\xf0\x02n\x1b\x0eA@\xfe',400410060,SFO-2006CACDFBDU600089,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,BDU600089,,,,,,,,2006,2/4/2006,35,212.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,34.110217,-117.379131,MISSING/NOT SPECIFIED,CA,SAN BERNARDINO,6071.0,San Bernardino County
218197,b'\x00\x01\xad\x10\x00\x00\x88l\xa8\x97f\x1d^\xc0\xd8W\x95\x1f\xa6:D@\x88l\xa8\x97f\x1d^\xc0\xd8W\x95\x1f\xa6:D@|\x01\x00\x00\x00\x88l\xa8\x97f\x1d^\xc0\xd8W\x95\x1f\xa6:D@\xfe',221486,W-5432,FED,DOI-WFMI,BLM,USCANOD,Northern California District,CANOD,Northern California District,,,D614,BELFAST,,,,,,1998,9/9/1998,252,1928.0,Natural,Natural,,9/10/1998,253.0,1300.0,0.1,A,40.4582,-120.4594,BLM,CA,,,
1139328,b'\x00\x01\xad\x10\x00\x00\xb4a\x9a=^-]\xc0\xe8\xf9a^\xa9\xcb@@\xb4a\x9a=^-]\xc0\xe8\xf9a^\xa9\xcb@@|\x01\x00\x00\x00\xb4a\x9a=^-]\xc0\xe8\xf9a^\xa9\xcb@@\xfe',1389898,CDF_1996_55_2225_647         ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,647         ,,FISCHER                  ,,,,,,1996,5/5/1996,126,,Human,Missing data/not specified/undetermined,,,,,0.2,A,33.59111111,-116.70888888,MISSING/NOT SPECIFIED,CA,,,
1137450,b'\x00\x01\xad\x10\x00\x00|nf\xc9\x838]\xc0\x00\xddgg\xa1\xda@@|nf\xc9\x838]\xc0\x00\xddgg\xa1\xda@@|\x01\x00\x00\x00|nf\xc9\x838]\xc0\x00\xddgg\xa1\xda@@\xfe',1387972,CDF_1993_55_2225_1343        ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,1343        ,,STATE                    ,,,,,,1993,8/30/1993,242,,Human,Arson/incendiarism,,,,,0.2,A,33.70805555,-116.88305555,MISSING/NOT SPECIFIED,CA,,,
1654832,"b""\x00\x01\xad\x10\x00\x000\x94'\xd1q\x89]\xc0\xe8P\xa1\xb5\x00\xf7@@0\x94'\xd1q\x89]\xc0\xe8P\xa1\xb5\x00\xf7@@|\x01\x00\x00\x000\x94'\xd1q\x89]\xc0\xe8P\xa1\xb5\x00\xf7@@\xfe""",201814482,SFO-2013CACDFLAC012367,NONFED,ST-NASF,ST/C&L,USCALAC,Los Angeles County Fire Department,CALAC,Los Angeles County Fire Department,,LAC012367,,,,,,,,2013,5/16/2013,136,1829.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,4358.0,F,33.929714,-118.147584,MISSING/NOT SPECIFIED,CA,LOS ANGELES,6037.0,Los Angeles County
1072383,b'\x00\x01\xad\x10\x00\x00\xdcVV\xa7\xfe\x14^\xc0\xa8;U\xac\xc4\x1bB@\xdcVV\xa7\xfe\x14^\xc0\xa8;U\xac\xc4\x1bB@|\x01\x00\x00\x00\xdcVV\xa7\xfe\x14^\xc0\xa8;U\xac\xc4\x1bB@\xfe',1308365,CDF_1996_56_2230_11673       ,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,11673       ,,FKU33494                 ,,,,,,1996,8/3/1996,216,,Human,Missing data/not specified/undetermined,,,,,50.0,C,36.21694444,-120.32805555,MISSING/NOT SPECIFIED,CA,,,
1070698,b'\x00\x01\xad\x10\x00\x00\xbc\x11\x9eO\xeb\x11^\xc0\xb0^\xbe\xc20MB@\xbc\x11\x9eO\xeb\x11^\xc0\xb0^\xbe\xc20MB@|\x01\x00\x00\x00\xbc\x11\x9eO\xeb\x11^\xc0\xb0^\xbe\xc20MB@\xfe',1306570,SFO-2010-CACDFFKU005504,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,005504      ,,CALAVERAS                ,,,,,,2010,5/31/2010,151,1827.0,Human,Debris and open burning,,,,,0.3,B,36.60305555,-120.28,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County
81053,"b'\x00\x01\xad\x10\x00\x00\xbcQ\xca""\x8f\xd2^\xc0H_Y\xedJ.D@\xbcQ\xca""\x8f\xd2^\xc0H_Y\xedJ.D@|\x01\x00\x00\x00\xbcQ\xca""\x8f\xd2^\xc0H_Y\xedJ.D@\xfe'",81986,FS-306749,FED,FS-FIRESTAT,FS,USCASHF,Shasta-Trinity National Forest,0514,Shasta-Trinity National Forest,25,,,,,,,,,1995,6/26/1995,177,1440.0,Natural,Natural,,6/26/1995,177.0,1800.0,0.5,B,40.36166667,-123.29,USFS,CA,,,
1509235,b'\x00\x01\xad\x10\x00\x00\xd8\xbd\xee\n#Z^\xc0\x00^uprOC@\xd8\xbd\xee\n#Z^\xc0\x00^uprOC@|\x01\x00\x00\x00\xd8\xbd\xee\n#Z^\xc0\x00^uprOC@\xfe',201194265,SFO-2011CACDFAEU008899,NONFED,ST-NASF,ST/C&L,USCAAEU,Amador-El Dorado Unit,CAAEU,Amador-El Dorado Unit,,AEU008899,,,,,,,,2011,7/24/2011,205,1449.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,38.620685,-121.408402,MISSING/NOT SPECIFIED,CA,SACRAMENTO,6067.0,Sacramento County
2017913,"b'\x00\x01\xad\x10\x00\x00\x1c""\xb9%\xe7$^\xc0x\x97\xa9\xbb\x05\xaeB@\x1c""\xb9%\xe7$^\xc0x\x97\xa9\xbb\x05\xaeB@|\x01\x00\x00\x00\x1c""\xb9%\xe7$^\xc0x\x97\xa9\xbb\x05\xaeB@\xfe'",400147168,SFO-2017CACDFMMU013872,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,MMU013872,,VETERANS PARK  / BUHACH R,,,,,,2017,7/8/2017,189,2145.0,Human,Missing data/not specified/undetermined,,7/8/2017,189.0,2206.0,1.0,B,37.359555,-120.576621,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County
110838,b'\x00\x01\xad\x10\x00\x00|\xc9f\x11\xe1\x12^\xc0\x98\x06\xd8\xc3\xee\x1eC@|\xc9f\x11\xe1\x12^\xc0\x98\x06\xd8\xc3\xee\x1eC@|\x01\x00\x00\x00|\xc9f\x11\xe1\x12^\xc0\x98\x06\xd8\xc3\xee\x1eC@\xfe',112002,FS-337013,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,78,,7500,LOVE CREEK,,,,,,1998,11/15/1998,319,1145.0,Human,Missing data/not specified/undetermined,,11/15/1998,319.0,1230.0,0.1,A,38.24166667,-120.295,MISSING/NOT SPECIFIED,CA,,,
1109429,b'\x00\x01\xad\x10\x00\x00\x145hM\xeba^\xc0\xe0\x12LD^\xb5C@\x145hM\xeba^\xc0\xe0\x12LD^\xb5C@|\x01\x00\x00\x00\x145hM\xeba^\xc0\xe0\x12LD^\xb5C@\xfe',1351842,SFO-2003CACDFBTU010688,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,010688      ,,CRAIG                    ,,,,,,2003,9/12/2003,255,1242.0,Human,Equipment and vehicle use,,9/12/2003,255.0,1250.0,0.1,A,39.41694444,-121.53,MISSING/NOT SPECIFIED,CA,BUTTE,6007.0,Butte County
15181,b'\x00\x01\xad\x10\x00\x00\x8c\xf7\xe5\xf7\xb6\x03^\xc0\xd0r\x05 ]\xbeC@\x8c\xf7\xe5\xf7\xb6\x03^\xc0\xd0r\x05 ]\xbeC@|\x01\x00\x00\x00\x8c\xf7\xe5\xf7\xb6\x03^\xc0\xd0r\x05 ]\xbeC@\xfe',15254,FS-1444203,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,76,TK-30,C74Z,BUG,,,,,,2006,10/16/2006,289,1417.0,Human,Missing data/not specified/undetermined,,10/16/2006,289.0,1528.0,0.25,A,39.48722222,-120.05805556,USFS,CA,91,6091.0,Sierra County
1107949,b'\x00\x01\xad\x10\x00\x00\xf0\x9d\xf3\xae\xd5`^\xc0(\xb1\x18\xa0\xed\xf7C@\xf0\x9d\xf3\xae\xd5`^\xc0(\xb1\x18\xa0\xed\xf7C@|\x01\x00\x00\x00\xf0\x9d\xf3\xae\xd5`^\xc0(\xb1\x18\xa0\xed\xf7C@\xfe',1350041,CDF_1998_54_2215_441         ,NONFED,ST-CACDF,ST/C&L,USCABTU,Butte Unit,CABTU,Butte Unit,,441         ,,LIGHTNING                ,,,,,,1998,9/5/1998,248,,Natural,Natural,,,,,0.1,A,39.93694444,-121.51305555,MISSING/NOT SPECIFIED,CA,,,
1179661,"b""\x00\x01\xad\x10\x00\x00PL\xba:\xfb'^\xc0H}\xb4\x00\xf9\xd5C@PL\xba:\xfb'^\xc0H}\xb4\x00\xf9\xd5C@|\x01\x00\x00\x00PL\xba:\xfb'^\xc0H}\xb4\x00\xf9\xd5C@\xfe""",1431812,FS-1489879,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,0517,Tahoe National Forest,043,YR-19,FU39,SNAG,,,,,,2010,9/12/2010,255,752.0,Human,Recreation and ceremony,,9/12/2010,255.0,950.0,0.1,A,39.6716667,-120.624722,USFS,CA,091,6091.0,Sierra County
1143962,b'\x00\x01\xad\x10\x00\x00\xe4\xcfw\xeac0^\xc0\x80N\xe3y\x91\xc8A@\xe4\xcfw\xeac0^\xc0\x80N\xe3y\x91\xc8A@|\x01\x00\x00\x00\xe4\xcfw\xeac0^\xc0\x80N\xe3y\x91\xc8A@\xfe',1395159,CDF_1998_55_2227_155         ,NONFED,ST-CACDF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit,,155         ,,OAKDALE                  ,,,,,,1998,6/27/1998,178,,Human,Equipment and vehicle use,,,,,0.1,A,35.56694444,-120.75611111,MISSING/NOT SPECIFIED,CA,,,
111902,b'\x00\x01\xad\x10\x00\x00\\\x80T\xf5\xf8\x05^\xc0p3\xd0z\r\xf4C@\\\x80T\xf5\xf8\x05^\xc0p3\xd0z\r\xf4C@|\x01\x00\x00\x00\\\x80T\xf5\xf8\x05^\xc0p3\xd0z\r\xf4C@\xfe',113076,FS-338090,FED,FS-FIRESTAT,FS,USCAPNF,Plumas National Forest,0511,Plumas National Forest,55,,4300,ADAMS,,,,,,1998,8/15/1998,227,2100.0,Natural,Natural,,8/16/1998,228.0,1600.0,1.0,B,39.90666667,-120.09333333,USFS,CA,,,
1094210,b'\x00\x01\xad\x10\x00\x00\xd0\xd2@\xec\xdf\xa7^\xc0\xf0\xa3\xe8(\x97sC@\xd0\xd2@\xec\xdf\xa7^\xc0\xf0\xa3\xe8(\x97sC@|\x01\x00\x00\x00\xd0\xd2@\xec\xdf\xa7^\xc0\xf0\xa3\xe8(\x97sC@\xfe',1333542,SFO-2000CACDFLNU003687,NONFED,ST-CACDF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit,,003687      ,,SPRINGER                 ,,,,,,2000,7/3/2000,185,1409.0,Human,Equipment and vehicle use,,7/3/2000,185.0,1410.0,0.3,B,38.90305555,-122.62305555,MISSING/NOT SPECIFIED,CA,LAKE,6033.0,Lake County
1119942,b'\x00\x01\xad\x10\x00\x00d\xa6~U\xe3h^\xc0\xe0\xd9\x9c\xf2\x84{D@d\xa6~U\xe3h^\xc0\xe0\xd9\x9c\xf2\x84{D@|\x01\x00\x00\x00d\xa6~U\xe3h^\xc0\xe0\xd9\x9c\xf2\x84{D@\xfe',1365926,CDF_1994_54_2218_674         ,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,,674         ,,LIGHTNING#63             ,,,,,,1994,9/28/1994,271,,Human,Missing data/not specified/undetermined,,,,,0.5,B,40.965,-121.63888888,MISSING/NOT SPECIFIED,CA,,,
1728726,b'\x00\x01\xad\x10\x00\x00\xc0\xe1\x9d-TB]\xc0\xf8\xfb\x98X\x9e\x15B@\xc0\xe1\x9d-TB]\xc0\xf8\xfb\x98X\x9e\x15B@|\x01\x00\x00\x00\xc0\xe1\x9d-TB]\xc0\xf8\xfb\x98X\x9e\x15B@\xfe',300010699,W-665221,FED,DOI-WFMI,NPS,USCADVP,Death Valley National Park,CADVP,Death Valley National Park,2,,H1KS,PEAK,,,,,,2014,1/25/2014,25,830.0,Human,Recreation and ceremony,,1/26/2014,26.0,1300.0,1.0,B,36.1689,-117.0364,NPS,CA,,,
2248588,b'\x00\x01\xad\x10\x00\x00d\x1bR!\xab[]\xc0@\xd8r\x99\xa0\xfe@@d\x1bR!\xab[]\xc0@\xd8r\x99\xa0\xfe@@|\x01\x00\x00\x00d\x1bR!\xab[]\xc0@\xd8r\x99\xa0\xfe@@\xfe',400588447,SFO-2020CACDFRRU011848,NONFED,ST-NASF,ST/C&L,USCARRU,Riverside Unit,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,RRU011848,,AVENUE JUAN BAUTISTA   JR,,,,,,2020,9/15/2020,259,1636.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,33.989281,-117.432332,MISSING/NOT SPECIFIED,CA,RIVERSIDE,6065.0,Riverside County
2002759,b'\x00\x01\xad\x10\x00\x004\x1d\x99\xf8W\xe9]\xc0\xa8\x10\xf2[\xe3aB@4\x1d\x99\xf8W\xe9]\xc0\xa8\x10\xf2[\xe3aB@|\x01\x00\x00\x004\x1d\x99\xf8W\xe9]\xc0\xa8\x10\xf2[\xe3aB@\xfe',400131172,SFO-2017CACDFFKU001040,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,FKU001040,,E MCKINLEY AV /N DE WOLF,,,,,,2017,1/22/2017,22,1210.0,Human,Debris and open burning,,,,,0.02,A,36.764756,-119.646007,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County
1634106,b'\x00\x01\xad\x10\x00\x00`A\xd9\x15\x0c\xba]\xc0\x08.\xff\x89\xa0qA@`A\xd9\x15\x0c\xba]\xc0\x08.\xff\x89\xa0qA@|\x01\x00\x00\x00`A\xd9\x15\x0c\xba]\xc0\x08.\xff\x89\xa0qA@\xfe',201756944,CDF_2012_21578669,NONFED,ST-CACDF,ST/C&L,USCAKRN,Kern County Fire Department,CAKRN,Kern County Fire Department,,122054,,,,,,,,2012,7/4/2012,186,1559.0,Human,Missing data/not specified/undetermined,,,,,0.7,B,34.88771667,-118.907,MISSING/NOT SPECIFIED,CA,,,
2112120,b'\x00\x01\xad\x10\x00\x00\xf0\xa2\xc3\x04\xb4\x9a]\xc0`vJ\xd2\xb8\xb3B@\xf0\xa2\xc3\x04\xb4\x9a]\xc0`vJ\xd2\xb8\xb3B@|\x01\x00\x00\x00\xf0\xa2\xc3\x04\xb4\x9a]\xc0`vJ\xd2\xb8\xb3B@\xfe',400382137,SFO-2018CACDFBDU004714,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,BDU004714,,RIVERSIDE RD / BROCKMAN L,,,,,,2018,3/31/2018,90,2059.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,3/31/2018,90.0,2100.0,0.01,A,37.404083,-118.41725,MUNICIPAL/LOCAL,CA,INYO,6027.0,Inyo County
1796029,b'\x00\x01\xad\x10\x00\x00\xc8\xe9\xa3m\xab\xe5\\\xc0 \xcd\x82j\xb2\xbcA@\xc8\xe9\xa3m\xab\xe5\\\xc0 \xcd\x82j\xb2\xbcA@|\x01\x00\x00\x00\xc8\xe9\xa3m\xab\xe5\\\xc0 \xcd\x82j\xb2\xbcA@\xfe',300209107,W-679720,FED,DOI-WFMI,BLM,USCACDD,California Desert District,CACDD,California Desert District,,,JUX3,BAILEY,,,,,,2015,6/27/2015,178,1115.0,Human,Missing data/not specified/undetermined,,6/27/2015,178.0,1605.0,1.0,B,35.4742,-115.5886,STATE,CA,San Bernardino,6071.0,San Bernardino County
1137171,b'\x00\x01\xad\x10\x00\x00\xfc\xca\xad\xbd\xcdW]\xc0\xd8Pb+v\xd8@@\xfc\xca\xad\xbd\xcdW]\xc0\xd8Pb+v\xd8@@|\x01\x00\x00\x00\xfc\xca\xad\xbd\xcdW]\xc0\xd8Pb+v\xd8@@\xfe',1387689,CDF_1993_55_2225_13698       ,NONFED,ST-CACDF,ST/C&L,USCARRU,Riverside Unit,CARRU,CDF - Riverside Unit,,13698       ,,LOCAL                    ,,,,,,1993,7/9/1993,190,,Human,Equipment and vehicle use,,,,,10.0,C,33.69111111,-117.37194444,MISSING/NOT SPECIFIED,CA,,,
313466,"b'\x00\x01\xad\x10\x00\x00\x98\xbar\x90,}^\xc0\xe8\xac\x88\x9a(JB@\x98\xbar\x90,}^\xc0\xe8\xac\x88\x9a(JB@|\x01\x00\x00\x00\x98\xbar\x90,}^\xc0\xe8\xac\x88\x9a(JB@\xfe'",319821,W-570466,FED,DOI-WFMI,BLM,USCACND,Central California District,CABBD,Bakersfield District,,,D44Z,UNNAMED FIRE 1714,,,,,,2007,7/17/2007,198,1259.0,Human,Missing data/not specified/undetermined,,7/17/2007,198.0,1545.0,0.3,B,36.579369,-121.955858,PRIVATE,CA,Monterey,6053.0,Monterey County
1070886,b'\x00\x01\xad\x10\x00\x00|\xe0\x95\xeac\xf0]\xc0\xb8\xe1\xdel\xdboB@|\xe0\x95\xeac\xf0]\xc0\xb8\xe1\xdel\xdboB@|\x01\x00\x00\x00|\xe0\x95\xeac\xf0]\xc0\xb8\xe1\xdel\xdboB@\xfe',1306819,CDF_1992_56_2230_10610       ,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,10610       ,,FRESNO COUNTY #5         ,,,,,,1992,5/2/1992,123,,Human,Missing data/not specified/undetermined,,,,,1.0,B,36.87388888,-119.75611111,MISSING/NOT SPECIFIED,CA,,,
2134112,b'\x00\x01\xad\x10\x00\x00\xe8`>\x05\x12}]\xc0`\xcfp\x00\x06\xe4@@\xe8`>\x05\x12}]\xc0`\xcfp\x00\x06\xe4@@|\x01\x00\x00\x00\xe8`>\x05\x12}]\xc0`\xcfp\x00\x06\xe4@@\xfe',400419537,SFO-2008CACDFORC080156,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,ORC080156,,,,,,,,2008,2/18/2008,49,1157.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,33.781438,-117.954237,MISSING/NOT SPECIFIED,CA,ORANGE,6059.0,Orange County
2126263,b'\x00\x01\xad\x10\x00\x00\xe82tm\x01\x0c_\xc0\x10fj\x17\xb5cD@\xe82tm\x01\x0c_\xc0\x10fj\x17\xb5cD@|\x01\x00\x00\x00\xe82tm\x01\x0c_\xc0\x10fj\x17\xb5cD@\xfe',400411377,SFO-2006CACDFHUU000158,NONFED,ST-NASF,ST/C&L,USCACDF,California Department of Forestry & Fire Protection,CACDF,"Headquarters, California Department of Forestry & Fire Protection",,HUU000158,,,,,,,,2006,6/23/2006,174,2153.0,Missing data/not specified/undetermined,Missing data/not specified/undetermined,,,,,0.1,A,40.778969,-124.187601,STATE,CA,HUMBOLDT,6023.0,Humboldt County
